change_type,comparison_basis,dataset,file,idx,object,position,pred,predicate,predicted_predicate_index,source_input,source_triple_index,subject,task,triple,triple_set_id
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,928,Espionage_(production_team),928,[SNT] genre precededBy followedBy [/SNT],producer,,[TRIPLE] Mermaid_(Train_song)  musicalBand  chaise [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  precededBy  School_of_Applied_Arts_in_Stuttgart [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  runtime  11.5 [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  genre  tropipop [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  followedBy  Strike_Entertainment [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE],5,Mermaid_(Train_song),structuring,Mermaid_(Train_song) producer Espionage_(production_team),928
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,929,Philippines,929,[SNT] birthDate almaMater influencedBy [/SNT],citizenship,,[TRIPLE] Benigno_Aquino_III  influencedBy  John_Surtees [/TRIPLE] [TRIPLE] Benigno_Aquino_III  citizenship  Philippines [/TRIPLE] [TRIPLE] Benigno_Aquino_III  birthDate  1934-01-01 [/TRIPLE] [TRIPLE] Benigno_Aquino_III  professionalField  Mathematical_optimization [/TRIPLE] [TRIPLE] Benigno_Aquino_III  almaMater  Bielefeld_University [/TRIPLE],1,Benigno_Aquino_III,structuring,Benigno_Aquino_III citizenship Philippines,929
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,929,Mathematical_optimization,929,[SNT] birthDate almaMater influencedBy [/SNT],professionalField,,[TRIPLE] Benigno_Aquino_III  influencedBy  John_Surtees [/TRIPLE] [TRIPLE] Benigno_Aquino_III  citizenship  Philippines [/TRIPLE] [TRIPLE] Benigno_Aquino_III  birthDate  1934-01-01 [/TRIPLE] [TRIPLE] Benigno_Aquino_III  professionalField  Mathematical_optimization [/TRIPLE] [TRIPLE] Benigno_Aquino_III  almaMater  Bielefeld_University [/TRIPLE],3,Benigno_Aquino_III,structuring,Benigno_Aquino_III professionalField Mathematical_optimization,929
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,932,89.0,932,[SNT] residence residence birthPlace governmentType [/SNT],percentageOfAreaWater,,[TRIPLE] Françoise_Sagan  residence  Yangquan [/TRIPLE] [TRIPLE] Israel  governmentType  white_ethnostate [/TRIPLE] [TRIPLE] Françoise_Sagan  residence  Israel [/TRIPLE] [TRIPLE] Israel  percentageOfAreaWater  89.0 [/TRIPLE] [TRIPLE] Françoise_Sagan  birthPlace  Israel [/TRIPLE],3,Israel,structuring,Israel percentageOfAreaWater 89.0,932
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,933,Curtis_LeMay,933,[SNT] birthYear starring [/SNT],writer,,[TRIPLE] Up_Down_Fragile  writer  Curtis_LeMay [/TRIPLE] [TRIPLE] Curtis_LeMay  birthYear  1896 [/TRIPLE] [TRIPLE] Up_Down_Fragile  starring  Enrico_de_Nicola [/TRIPLE],0,Up_Down_Fragile,structuring,Up_Down_Fragile writer Curtis_LeMay,933
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,946,Pharmaceuticals,946,[SNT] subsidiary numberOfEmployees [/SNT] [SNT] netIncome product [/SNT],industry,,[TRIPLE] Rudolf_Chemie  industry  Pharmaceuticals [/TRIPLE] [TRIPLE] Rudolf_Chemie  type  S.A._(corporation) [/TRIPLE] [TRIPLE] Rudolf_Chemie  subsidiary  Dickies [/TRIPLE] [TRIPLE] Rudolf_Chemie  netIncome  89.0 [/TRIPLE] [TRIPLE] Rudolf_Chemie  numberOfEmployees  9400 [/TRIPLE] [TRIPLE] Rudolf_Chemie  product  television [/TRIPLE],0,Rudolf_Chemie,structuring,Rudolf_Chemie industry Pharmaceuticals,946
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,946,S.A._(corporation),946,[SNT] subsidiary numberOfEmployees [/SNT] [SNT] netIncome product [/SNT],type,,[TRIPLE] Rudolf_Chemie  industry  Pharmaceuticals [/TRIPLE] [TRIPLE] Rudolf_Chemie  type  S.A._(corporation) [/TRIPLE] [TRIPLE] Rudolf_Chemie  subsidiary  Dickies [/TRIPLE] [TRIPLE] Rudolf_Chemie  netIncome  89.0 [/TRIPLE] [TRIPLE] Rudolf_Chemie  numberOfEmployees  9400 [/TRIPLE] [TRIPLE] Rudolf_Chemie  product  television [/TRIPLE],1,Rudolf_Chemie,structuring,Rudolf_Chemie type S.A._(corporation),946
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,948,Hořava–Lifshitz_gravity,948,[SNT] birthDate almaMater [/SNT],professionalField,,[TRIPLE] Dwight_D._Eisenhower  professionalField  Hořava–Lifshitz_gravity [/TRIPLE] [TRIPLE] Dwight_D._Eisenhower  almaMater  University_of_Cambridge [/TRIPLE] [TRIPLE] Dwight_D._Eisenhower  birthDate  1776-02-18 [/TRIPLE],0,Dwight_D._Eisenhower,structuring,Dwight_D._Eisenhower professionalField Hořava–Lifshitz_gravity,948
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,951,KaosPilots,951,[SNT] address architect buildingStartDate owner [/SNT] [SNT] currentTenants [/SNT],tenant,,[TRIPLE] Palazzo_Priuli_Manfrin  architect  Bernard_Arnault [/TRIPLE] [TRIPLE] Palazzo_Priuli_Manfrin  address  200_Public_Square [/TRIPLE] [TRIPLE] Palazzo_Priuli_Manfrin  buildingStartDate  2003-01-01 [/TRIPLE] [TRIPLE] Palazzo_Priuli_Manfrin  currentTenants  KaosPilots [/TRIPLE] [TRIPLE] Palazzo_Priuli_Manfrin  tenant  KaosPilots [/TRIPLE] [TRIPLE] Palazzo_Priuli_Manfrin  owner  University_of_Milan [/TRIPLE],4,Palazzo_Priuli_Manfrin,structuring,Palazzo_Priuli_Manfrin tenant KaosPilots,951
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,957,1604.0,957,[SNT] precededBy [/SNT],runtime,,[TRIPLE] Song_2  runtime  1604.0 [/TRIPLE] [TRIPLE] Song_2  producer  Zao [/TRIPLE] [TRIPLE] Song_2  precededBy  2_Cute_Shinseinaru_Best_Album [/TRIPLE] [TRIPLE] Song_2  producer  Curtis_LeMay [/TRIPLE],0,Song_2,structuring,Song_2 runtime 1604.0,957
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,957,Zao,957,[SNT] precededBy [/SNT],producer,,[TRIPLE] Song_2  runtime  1604.0 [/TRIPLE] [TRIPLE] Song_2  producer  Zao [/TRIPLE] [TRIPLE] Song_2  precededBy  2_Cute_Shinseinaru_Best_Album [/TRIPLE] [TRIPLE] Song_2  producer  Curtis_LeMay [/TRIPLE],1,Song_2,structuring,Song_2 producer Zao,957
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,957,Curtis_LeMay,957,[SNT] precededBy [/SNT],producer,,[TRIPLE] Song_2  runtime  1604.0 [/TRIPLE] [TRIPLE] Song_2  producer  Zao [/TRIPLE] [TRIPLE] Song_2  precededBy  2_Cute_Shinseinaru_Best_Album [/TRIPLE] [TRIPLE] Song_2  producer  Curtis_LeMay [/TRIPLE],3,Song_2,structuring,Song_2 producer Curtis_LeMay,957
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,962,Espionage_(production_team),962,[SNT] followedBy [/SNT],producer,,[TRIPLE] Mermaid_(Train_song)  followedBy  Allegro_Film [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  format  direct-to-video [/TRIPLE],1,Mermaid_(Train_song),structuring,Mermaid_(Train_song) producer Espionage_(production_team),962
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,962,direct-to-video,962,[SNT] followedBy [/SNT],format,,[TRIPLE] Mermaid_(Train_song)  followedBy  Allegro_Film [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  format  direct-to-video [/TRIPLE],2,Mermaid_(Train_song),structuring,Mermaid_(Train_song) format direct-to-video,962
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,963,Kolkata,963,[SNT] director affiliation city [/SNT] [SNT] campus wasGivenTheTechnicalCampusStatusBy academicStaffSize [/SNT],location,,"[TRIPLE] Barking_and_Dagenham_College  campus  Dijon [/TRIPLE] [TRIPLE] German_Central_Bone_Marrow_Donor_Register  location  Kolkata [/TRIPLE] [TRIPLE] Barking_and_Dagenham_College  director  Stacy_Katzman [/TRIPLE] [TRIPLE] Barking_and_Dagenham_College  academicStaffSize  ""''Alvinegro"" [/TRIPLE] [TRIPLE] Barking_and_Dagenham_College  affiliation  Zhejiang_Chinese_Medical_University [/TRIPLE] [TRIPLE] Zhejiang_Chinese_Medical_University  city  Postojna [/TRIPLE] [TRIPLE] Barking_and_Dagenham_College  wasGivenTheTechnicalCampusStatusBy  German_Central_Bone_Marrow_Donor_Register [/TRIPLE]",1,German_Central_Bone_Marrow_Donor_Register,structuring,German_Central_Bone_Marrow_Donor_Register location Kolkata,963
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,965,France,965,[SNT] nationality language [/SNT],longName,,"[TRIPLE] ""United_States""  longName  France [/TRIPLE] [TRIPLE] Michelle_Bachelet  nationality  Macedonians [/TRIPLE] [TRIPLE] Michelle_Bachelet  citizenship  ""United_States"" [/TRIPLE] [TRIPLE] ""United_States""  language  Korandje [/TRIPLE]",0,"""United_States""",structuring,"""United_States"" longName France",965
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,965,"""United_States""",965,[SNT] nationality language [/SNT],citizenship,,"[TRIPLE] ""United_States""  longName  France [/TRIPLE] [TRIPLE] Michelle_Bachelet  nationality  Macedonians [/TRIPLE] [TRIPLE] Michelle_Bachelet  citizenship  ""United_States"" [/TRIPLE] [TRIPLE] ""United_States""  language  Korandje [/TRIPLE]",2,Michelle_Bachelet,structuring,"Michelle_Bachelet citizenship ""United_States""",965
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,968,94.0,968,[SNT] distributor starring director director [/SNT],imdbId,,"[TRIPLE] Monty_Python’s_Life_of_Brian  imdbId  94.0 [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  director  Elagabalus [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  director  Troian_Bellisario [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  starring  Troian_Bellisario [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  writer  Troian_Bellisario [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  producer  ""Dr._G._P._Prabhukumar"" [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  distributor  Lionsgate [/TRIPLE]",0,Monty_Python’s_Life_of_Brian,structuring,Monty_Python’s_Life_of_Brian imdbId 94.0,968
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,968,Troian_Bellisario,968,[SNT] distributor starring director director [/SNT],writer,,"[TRIPLE] Monty_Python’s_Life_of_Brian  imdbId  94.0 [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  director  Elagabalus [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  director  Troian_Bellisario [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  starring  Troian_Bellisario [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  writer  Troian_Bellisario [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  producer  ""Dr._G._P._Prabhukumar"" [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  distributor  Lionsgate [/TRIPLE]",4,Monty_Python’s_Life_of_Brian,structuring,Monty_Python’s_Life_of_Brian writer Troian_Bellisario,968
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,968,"""Dr._G._P._Prabhukumar""",968,[SNT] distributor starring director director [/SNT],producer,,"[TRIPLE] Monty_Python’s_Life_of_Brian  imdbId  94.0 [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  director  Elagabalus [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  director  Troian_Bellisario [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  starring  Troian_Bellisario [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  writer  Troian_Bellisario [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  producer  ""Dr._G._P._Prabhukumar"" [/TRIPLE] [TRIPLE] Monty_Python’s_Life_of_Brian  distributor  Lionsgate [/TRIPLE]",5,Monty_Python’s_Life_of_Brian,structuring,"Monty_Python’s_Life_of_Brian producer ""Dr._G._P._Prabhukumar""",968
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,971,Bathurst_Island_Airport,971,[SNT] cityServed elevationAboveTheSeaLevel [/SNT] [SNT] runwayName runwaySurfaceType [/SNT],icaoLocationIdentifier,,"[TRIPLE] Bairnsdale_Airport  cityServed  Martinsville_Speedway [/TRIPLE] [TRIPLE] Bairnsdale_Airport  icaoLocationIdentifier  Bathurst_Island_Airport [/TRIPLE] [TRIPLE] Bairnsdale_Airport  elevationAboveTheSeaLevel  0927 [/TRIPLE] [TRIPLE] Bairnsdale_Airport  runwayName  ""08/26"" [/TRIPLE] [TRIPLE] Bairnsdale_Airport  runwaySurfaceType  pykrete [/TRIPLE]",1,Bairnsdale_Airport,structuring,Bairnsdale_Airport icaoLocationIdentifier Bathurst_Island_Airport,971
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,972,Jackie_Stewart,972,[SNT] cinematography [/SNT],writer,,[TRIPLE] Deathdream  writer  Jackie_Stewart [/TRIPLE] [TRIPLE] Deathdream  cinematography  Masashi_Kishimoto [/TRIPLE],0,Deathdream,structuring,Deathdream writer Jackie_Stewart,972
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,977,City,977,[SNT] country leaderTitle [/SNT] [SNT] populationDensity utcOffset [/SNT],type,,[TRIPLE] São_Domingos  type  City [/TRIPLE] [TRIPLE] São_Domingos  populationDensity  98.0 [/TRIPLE] [TRIPLE] São_Domingos  utcOffset  −6 [/TRIPLE] [TRIPLE] São_Domingos  leaderTitle  Raffaello_Caserta [/TRIPLE] [TRIPLE] São_Domingos  country  Israel [/TRIPLE],0,São_Domingos,structuring,São_Domingos type City,977
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,985,Mathematical_optimization,985,[SNT] birthDate knownFor [/SNT],professionalField,,[TRIPLE] Kurt_Waldheim  birthDate  1954-07-29 [/TRIPLE] [TRIPLE] Kurt_Waldheim  professionalField  Mathematical_optimization [/TRIPLE] [TRIPLE] Kurt_Waldheim  knownFor  Stochastic_programming [/TRIPLE],1,Kurt_Waldheim,structuring,Kurt_Waldheim professionalField Mathematical_optimization,985
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,993,Victor_Hugo,993,[SNT] precededBy [/SNT],producer,,[TRIPLE] Steel_Magnolia  producer  Victor_Hugo [/TRIPLE] [TRIPLE] Steel_Magnolia  type  spoken_word_album [/TRIPLE] [TRIPLE] Steel_Magnolia  runtime  20378.5 [/TRIPLE] [TRIPLE] Steel_Magnolia  precededBy  Le_Frisur [/TRIPLE],0,Steel_Magnolia,structuring,Steel_Magnolia producer Victor_Hugo,993
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,993,spoken_word_album,993,[SNT] precededBy [/SNT],type,,[TRIPLE] Steel_Magnolia  producer  Victor_Hugo [/TRIPLE] [TRIPLE] Steel_Magnolia  type  spoken_word_album [/TRIPLE] [TRIPLE] Steel_Magnolia  runtime  20378.5 [/TRIPLE] [TRIPLE] Steel_Magnolia  precededBy  Le_Frisur [/TRIPLE],1,Steel_Magnolia,structuring,Steel_Magnolia type spoken_word_album,993
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,993,20378.5,993,[SNT] precededBy [/SNT],runtime,,[TRIPLE] Steel_Magnolia  producer  Victor_Hugo [/TRIPLE] [TRIPLE] Steel_Magnolia  type  spoken_word_album [/TRIPLE] [TRIPLE] Steel_Magnolia  runtime  20378.5 [/TRIPLE] [TRIPLE] Steel_Magnolia  precededBy  Le_Frisur [/TRIPLE],2,Steel_Magnolia,structuring,Steel_Magnolia runtime 20378.5,993
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1004,Apollo_11,1004,[SNT] birthDate birthPlace servedAsChiefOfTheAstronautOfficeIn [/SNT] [SNT] deathPlace [/SNT],mission,,[TRIPLE] Francesco_Cossiga  birthDate  1955-04-06 [/TRIPLE] [TRIPLE] Francesco_Cossiga  servedAsChiefOfTheAstronautOfficeIn  2000 [/TRIPLE] [TRIPLE] Francesco_Cossiga  deathPlace  New_Hampshire [/TRIPLE] [TRIPLE] Francesco_Cossiga  birthPlace  New_Jersey [/TRIPLE] [TRIPLE] Francesco_Cossiga  mission  Apollo_11 [/TRIPLE],4,Francesco_Cossiga,structuring,Francesco_Cossiga mission Apollo_11,1004
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1013,Ayers_Rock_Airport,1013,[SNT] cityServed operatingOrganisation runwayLength [/SNT],icaoLocationIdentifier,,[TRIPLE] Tho_Xuan_Airport  operatingOrganisation  Adler [/TRIPLE] [TRIPLE] Tho_Xuan_Airport  runwayLength  22591.38 [/TRIPLE] [TRIPLE] Tho_Xuan_Airport  cityServed  Mansfield_Motorsports_Park [/TRIPLE] [TRIPLE] Tho_Xuan_Airport  icaoLocationIdentifier  Ayers_Rock_Airport [/TRIPLE],3,Tho_Xuan_Airport,structuring,Tho_Xuan_Airport icaoLocationIdentifier Ayers_Rock_Airport,1013
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1020,demography,1020,[SNT] almaMater knownFor [/SNT],professionalField,,[TRIPLE] Ryszard_Sobczak  knownFor  Peano_existence_theorem [/TRIPLE] [TRIPLE] Ryszard_Sobczak  almaMater  Korea_National_University_of_Arts [/TRIPLE] [TRIPLE] Ryszard_Sobczak  professionalField  demography [/TRIPLE],2,Ryszard_Sobczak,structuring,Ryszard_Sobczak professionalField demography,1020
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1029,260855000000.0,1029,[SNT] starring [/SNT],imdbId,,[TRIPLE] Inception  imdbId  260855000000.0 [/TRIPLE] [TRIPLE] Inception  starring  Georges_Brassens [/TRIPLE] [TRIPLE] Inception  writer  Georges_Brassens [/TRIPLE],0,Inception,structuring,Inception imdbId 260855000000.0,1029
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1029,Georges_Brassens,1029,[SNT] starring [/SNT],writer,,[TRIPLE] Inception  imdbId  260855000000.0 [/TRIPLE] [TRIPLE] Inception  starring  Georges_Brassens [/TRIPLE] [TRIPLE] Inception  writer  Georges_Brassens [/TRIPLE],2,Inception,structuring,Inception writer Georges_Brassens,1029
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1031,2691.0,1031,[SNT] starring [/SNT],imdbId,,[TRIPLE] Ghost_Rider  imdbId  2691.0 [/TRIPLE] [TRIPLE] Ghost_Rider  starring  Ivan_Regen [/TRIPLE] [TRIPLE] Ghost_Rider  producer  Stacy_Katzman [/TRIPLE],0,Ghost_Rider,structuring,Ghost_Rider imdbId 2691.0,1031
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1031,Stacy_Katzman,1031,[SNT] starring [/SNT],producer,,[TRIPLE] Ghost_Rider  imdbId  2691.0 [/TRIPLE] [TRIPLE] Ghost_Rider  starring  Ivan_Regen [/TRIPLE] [TRIPLE] Ghost_Rider  producer  Stacy_Katzman [/TRIPLE],2,Ghost_Rider,structuring,Ghost_Rider producer Stacy_Katzman,1031
added,ordering_output,counterfactual,results/structuring/counterfactual_structuring.json,1037,,1037,[SNT] derivative rapping [/SNT],rapping,1,[TRIPLE] hard_bop derivative rapping [/TRIPLE],,,structuring,,1037
added,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1037,,1037,[SNT] derivative rapping [/SNT],rapping,1,[TRIPLE] hard_bop  derivative  rapping [/TRIPLE],,,structuring,,1037
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1038,230.05,1038,[SNT] genre genre [/SNT],runtime,,[TRIPLE] Il_Pulcino_Pio  genre  opera [/TRIPLE] [TRIPLE] Il_Pulcino_Pio  genre  motet [/TRIPLE] [TRIPLE] Il_Pulcino_Pio  runtime  230.05 [/TRIPLE] [TRIPLE] Il_Pulcino_Pio  producer  Benedict_XVI [/TRIPLE],2,Il_Pulcino_Pio,structuring,Il_Pulcino_Pio runtime 230.05,1038
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1038,Benedict_XVI,1038,[SNT] genre genre [/SNT],producer,,[TRIPLE] Il_Pulcino_Pio  genre  opera [/TRIPLE] [TRIPLE] Il_Pulcino_Pio  genre  motet [/TRIPLE] [TRIPLE] Il_Pulcino_Pio  runtime  230.05 [/TRIPLE] [TRIPLE] Il_Pulcino_Pio  producer  Benedict_XVI [/TRIPLE],3,Il_Pulcino_Pio,structuring,Il_Pulcino_Pio producer Benedict_XVI,1038
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1045,Soyuz_TMA-10M,1045,[SNT] nationality birthPlace birthDate deathPlace [/SNT],mission,,"[TRIPLE] Giridharilal_Kedia  birthDate  ""1986-04-15"" [/TRIPLE] [TRIPLE] Giridharilal_Kedia  nationality  Israel [/TRIPLE] [TRIPLE] Giridharilal_Kedia  deathPlace  Virginia [/TRIPLE] [TRIPLE] Giridharilal_Kedia  birthPlace  California [/TRIPLE] [TRIPLE] Giridharilal_Kedia  mission  Soyuz_TMA-10M [/TRIPLE]",4,Giridharilal_Kedia,structuring,Giridharilal_Kedia mission Soyuz_TMA-10M,1045
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1050,Narromine_Airport,1050,[SNT] cityServed location [/SNT] [SNT] operatingOrganisation elevationAboveTheSeaLevel runwayLength [/SNT],icaoLocationIdentifier,,[TRIPLE] Portimão_Airport  operatingOrganisation  GE_Energy [/TRIPLE] [TRIPLE] Portimão_Airport  runwayLength  1249.6 [/TRIPLE] [TRIPLE] Portimão_Airport  cityServed  Ordos_International_Circuit [/TRIPLE] [TRIPLE] Portimão_Airport  location  Băiuț [/TRIPLE] [TRIPLE] Portimão_Airport  icaoLocationIdentifier  Narromine_Airport [/TRIPLE] [TRIPLE] Portimão_Airport  elevationAboveTheSeaLevel  98.0 [/TRIPLE],4,Portimão_Airport,structuring,Portimão_Airport icaoLocationIdentifier Narromine_Airport,1050
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1057,Sachin_Tendulkar,1057,[SNT] background musicComposer [/SNT] [SNT] releaseDate [/SNT],producer,,"[TRIPLE] Deathdream  releaseDate  ""1923-11-18"" [/TRIPLE] [TRIPLE] Deathdream  producer  Sachin_Tendulkar [/TRIPLE] [TRIPLE] Deathdream  musicComposer  Emil_Rilke [/TRIPLE] [TRIPLE] Emil_Rilke  background  ""Ruth_Ribicoff"" [/TRIPLE]",1,Deathdream,structuring,Deathdream producer Sachin_Tendulkar,1057
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1063,Bastille,1063,[SNT] genre genre [/SNT],producer,,[TRIPLE] ¿Dónde_Están_Corazón?  genre  Schuhplattler [/TRIPLE] [TRIPLE] ¿Dónde_Están_Corazón?  producer  Bastille [/TRIPLE] [TRIPLE] ¿Dónde_Están_Corazón?  genre  Afrobeat [/TRIPLE],1,¿Dónde_Están_Corazón?,structuring,¿Dónde_Están_Corazón? producer Bastille,1063
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1066,Turkey,1066,[SNT] location operatingOrganisation city [/SNT] [SNT] elevationAboveTheSeaLevel runwayLength [/SNT],country,,[TRIPLE] Bahrain_International_Airport  operatingOrganisation  Isavia [/TRIPLE] [TRIPLE] Bahrain_International_Airport  location  Almenara_de_Adaja [/TRIPLE] [TRIPLE] Bahrain_International_Airport  runwayLength  2000000.0 [/TRIPLE] [TRIPLE] Isavia  city  Navas_de_Riofrío [/TRIPLE] [TRIPLE] Bahrain_International_Airport  elevationAboveTheSeaLevel  245.0 [/TRIPLE] [TRIPLE] Navas_de_Riofrío  country  Turkey [/TRIPLE],5,Navas_de_Riofrío,structuring,Navas_de_Riofrío country Turkey,1066
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1069,Alexander_Francis_Chamberlain,1069,[SNT] starring director [/SNT] [SNT] gross [/SNT],writer,,[TRIPLE] Garden_State  starring  Abdou_Traoré [/TRIPLE] [TRIPLE] Garden_State  writer  Alexander_Francis_Chamberlain [/TRIPLE] [TRIPLE] Garden_State  director  Alexander_Francis_Chamberlain [/TRIPLE] [TRIPLE] Garden_State  gross  83.0 [/TRIPLE],1,Garden_State,structuring,Garden_State writer Alexander_Francis_Chamberlain,1069
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1074,The_Strokes,1074,[SNT] precededBy genre [/SNT] [SNT] recordLabel recordLabel [/SNT],artist,,[TRIPLE] Od_neba_do_neba  artist  The_Strokes [/TRIPLE] [TRIPLE] Od_neba_do_neba  genre  new_wave [/TRIPLE] [TRIPLE] Od_neba_do_neba  precededBy  Etwas [/TRIPLE] [TRIPLE] Od_neba_do_neba  recordLabel  Buddah_Records [/TRIPLE] [TRIPLE] Od_neba_do_neba  recordLabel  Sony_Music_Entertainment_Polska_Sp._z_o.o. [/TRIPLE] [TRIPLE] Od_neba_do_neba  releaseDate  1929-06-11 [/TRIPLE],0,Od_neba_do_neba,structuring,Od_neba_do_neba artist The_Strokes,1074
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1074,1929-06-11,1074,[SNT] precededBy genre [/SNT] [SNT] recordLabel recordLabel [/SNT],releaseDate,,[TRIPLE] Od_neba_do_neba  artist  The_Strokes [/TRIPLE] [TRIPLE] Od_neba_do_neba  genre  new_wave [/TRIPLE] [TRIPLE] Od_neba_do_neba  precededBy  Etwas [/TRIPLE] [TRIPLE] Od_neba_do_neba  recordLabel  Buddah_Records [/TRIPLE] [TRIPLE] Od_neba_do_neba  recordLabel  Sony_Music_Entertainment_Polska_Sp._z_o.o. [/TRIPLE] [TRIPLE] Od_neba_do_neba  releaseDate  1929-06-11 [/TRIPLE],5,Od_neba_do_neba,structuring,Od_neba_do_neba releaseDate 1929-06-11,1074
omitted,webnlg17_input,counterfactual,results/structuring/counterfactual_structuring.json,1075,Brazil,1075,[SNT] almaMater knownFor [/SNT],citizenship,,[TRIPLE] Jost_van_Dockum  citizenship  Brazil [/TRIPLE] [TRIPLE] Brazil  longName  United_States [/TRIPLE] [TRIPLE] Jost_van_Dockum  knownFor  Stochastic_programming [/TRIPLE] [TRIPLE] Jost_van_Dockum  almaMater  University_of_Halle-Wittenberg [/TRIPLE],0,Jost_van_Dockum,structuring,Jost_van_Dockum citizenship Brazil,1075
