Source,Translation
Howl is a Canadian hip-hop artist signed to Arbors Records.,.هاول هو فنان هيب هوب كندي موقع لشركة أربورس ريكوردز
"Portimão Airport, identified by the ICAO code Wagga Wagga, is operated by ZG Raiffeisen and features a runway with the designation 08/26. The runway surface is made of pykrete and is located 94 meters above sea level.",.مطار بورتيماو، الذي تحدده منظمة الطيران المدني الدولي بالرمز واجا واجا، تديره شركة ZG Raiffeisen ويضم مدرجًا يحمل الرمز 08/26. وسطح المدرج مصنوع من البيكريت ويقع على ارتفاع 94 مترًا فوق مستوى سطح البحر
Jože Javoršek is the chancellor of the University of Cambridge.,.جوجي يافورسك هو مستشار جامعة كامبريدج
"The Swiss author Roman Camenzind wrote ""Leavetaking"".","كتب المؤلف السويسري رومان كامينزين ""تركاً"""
"Rookie Blue, a television show, was first aired on December 9, 1991, by Sharp Corporation.",.تم بث العرض التلفزيوني Rookie Blue لأول مرة في 9 ديسمبر 1991 بواسطة شركة شارب
"The population density of Gralheira is 29,000 people per square kilometer. The United States is led by the Chief Justice of the United States. Gralheira is a part of the United States with a UTC offset of -6 hours.",.تبلغ كثافة سكان غراليرا 29000 شخص لكل كيلومتر مربع. الولايات المتحدة يقودها رئيس قضاة الولايات المتحدة. غراليرا هي جزء من الولايات المتحدة مع إزاحة التوقيت العالمي -6 ساعات
"Stade Vuillermet in Anápolis is the ground and home base for Blackwood FC, a team participating in Ligue 1 (Ivory Coast). The United States-based football club has approximately 94.0 members and goes by the nickname ""E-Vinyl.""",".ملعب ستاد فيليرميت في أنابوليس هو الملعب الرئيسي لنادي بلاكوود إف سي، وهو فريق يشارك في الدوري الإيفواري الدرجة الأولى. يتخذ النادي الذي يتخذ من الولايات المتحدة مقراً له من ""إي-فينيل"" اسماً مستعاراً، ويضم حوالي 94 عضواً."
"Pier Paolo Pasolini generated an operating income of 83.0 in the paper industry, bringing in a revenue of 2900.",ولد بير باولو باسوليني دخلا تشغيليا قدره 83.0 في صناعة الورق، محققا إيرادات قدرها 2900.
Michelle Bachelet resides in Vakıflı.,تقيم ميشيل باشليت في فاكيفلي
"Emperor Wenzong of Tang was born on September 6, 2006, and resides in Kharkiv. He is of Slovenian nationality.",.ولد إمبراطور وينزونغ من تانغ في 6 سبتمبر 2006، ويقيم في خاركيف. وهو من الجنسية السلوفينية
"Franz Maciejewski was born in Karlsruhe and passed away on September 6, 2006.",ولد فرانز ماجيفسكي في كارلسروه وتوفي في 6 سبتمبر 2006.
"Bruno Nettl was born in Hunan, but his occupation was not mentioned as ""Hello Girls"" in the provided triples. Therefore, I cannot generate an accurate summary with that information. Here's a correct summary based on the given triples: Bruno Nettl was born in Hunan.",".ولد برونو نيتل في هونان، ولكن مهنته لم تذكر على أنها ""فتيات مرحبا"" في الثلاثيات المقدمة. لذلك، لا يمكنني تقديم ملخص دقيق بتلك المعلومات. فيما يلي ملخص صحيح بناءً على الثلاثيات المعطاة: برونو نيتل ولد في هونان"
"The German film production company Bavaria Film and Constellation Energy (2022) are distributors of the English language film ""Dead like Me: Life After Death,"" which has a runtime of 1777539 minutes. The person responsible for editing this film is B.M. Reddy.","تتولى شركة بافاريا فيلم الألمانية لإنتاج الأفلام وشركة كونستيليشن إنرجي (2022) توزيع فيلم ""ميت مثلي: الحياة بعد الموت""، وهو فيلم باللغة الإنجليزية مدته 1777539 دقيقة. الشخص المسؤول عن تحرير هذا الفيلم هو ب. م. ريدي."
The University of Nantes in France has 1011 doctoral students.,يضم جامعة نانت في فرنسا 1011 طالب دكتوراه
"The provided triple contains incorrect information as Arthur Rimbaud was not an application programmer, but rather a poet.",تحتوي الثلاثية المقدمة على معلومات غير صحيحة حيث لم يكن آرثر رامبو مبرمج تطبيقات، بل كان شاعراً.
"Harbhajan Singh, born in Wu County in 1958, has participated in two space missions: Shenzhou 10 and Mercury-Atlas 8.",.هاربهاجان سينغ، المولود في مقاطعة وو عام 1958، شارك في مهمتين فضائيتين: شنتشو 10 وميركوري-أطلس 8
"The film ""The Shadows of Knight"" has a runtime of 41,847,600,000 milliseconds (approximately 11 hours and 58 minutes) and was preceded by ""Malesch"".","يبلغ مدة عرض فيلم ""ظلال الفارس"" 41,847,600,000 مللي ثانية (حوالي 11 ساعة و58 دقيقة)، وقد سبقه فيلم ""ماليش""."
"Neil Young, born on May 2, 1908, is a Brazilian mathematician known for his contributions to stochastic programming in the professional field of mathematical optimization. He studied at the University of Bonn and was influenced by Michela Figini.",.نيل يونغ، المولود في 2 مايو 1908، هو عالم رياضيات برازيلي معروف بمساهماته في البرمجة الاحتمالية في المجال المهني للتحسين الرياضي. درس في جامعة بون وتأثر بميشيلا فيجيني.
"Swizz Beatz's album ""Swizz Beatz Presents G.H.E.T.T.O. Stories"" was recorded in Macon and released under the label Classic Produktion Osnabrück. It came out after ""The Undisputed Truth"" by Swizz Beatz.","صدر ألبوم ""سويز بيتز بريزنتس جي.إتش.إي.تي.تي.أو. ستوريز"" لسويز بيتز في ماكون، وتم إصداره تحت عنوان كلاسيك برودوكشيون أوسنابروك. وقد صدر بعد ألبوم ""ذا أنديسبيوتيد تروث"" لسويز بيتز."
"Ptolemy IX Lathyros was born in England on January 1, 1726. He earned his doctoral degree under the supervision of An account of Nepenthes in New Guinea. Known for his contributions to Fock–Lorentz symmetry, he is also recognized for his work on the Carter constant and the Löwenheim–Skolem theorem.","ولد بطليموس التاسع لاثيروس في إنجلترا في الأول من يناير عام 1726. وحصل على درجة الدكتوراه تحت إشراف ""حساب نيبنثيس في غينيا الجديدة"". وهو معروف بمساهماته في تناظر فوك-لورنتز، كما يُعرف أيضًا بعمله على ثابت كارتر ومبرهنة لوفينهايم-سكولم."
"Harbhajan Singh resides in Turkey, where the country is led by Fritz Schediwy and Adam Muraszko. Harbhajan Singh also resides in California.",يقيم هارباجان سينغ في تركيا، حيث يقود البلاد كل من فريتز شيديووي وآدم موراسكو. ويقيم هارباجان سينغ أيضًا في كاليفورنيا.
Kelzang Gyatso was born in Turkey.,ولد كيلزانغ جياتسو في تركيا.
Sebastián Morquio is a musician who performs in the genre of groove metal. He is also associated with the band or musical artist Elizabeth II.,سيباستيان موركيو هو موسيقي يؤدي عروضه في نمط موسيقى الجروف ميتال. وهو مرتبط أيضًا بالفرقة أو الفنان الموسيقي إليزابيث الثانية.
Hemmo Silvennoinen was born in the United States.,ولد هيممو سيلفيننوين في الولايات المتحدة الأمريكية
"Ballarat Airfield, identified by the ICAO code LeongathaAirport, is situated in Parak with the postal code MK44.",".مطار بالارات، الذي يُعرف برمز منظمة الطيران المدني الدولي باسم ""مطار ليونجاثا""، يقع في باراك والرمز البريدي له هو MK44"
Moi International Airport in Scottsdale has a runway length of 54.56 meters.,يبلغ طول مدرج مطار موي الدولي في سكوتسديل 54.56 متراً
"Sharp Corporation, a South American corporation, was founded on January 1, 1911. One of its subsidiaries is Radiotelevisione svizzera di lingua italiana.",تأسست شركة شارب كوربوريشن، وهي شركة أمريكية جنوبية، في 1 يناير 1911. أحد فروعها هو راديو تلفزيون سويسرا الإيطالي.
"Antoni Gaudí discovered the asteroid 1509 Esclangona in 1964. Its orbital period is 9400 days, and its apoapsis and periapsis are at 01234 and 418476000000.0 kilometers, respectively. The asteroid has a rotation period of 83.2104 days and an absolute magnitude of 5.594.",اكتشف أنتوني غاودي الكويكب 1509 إيسكلانغونا في عام 1964. وتبلغ فترة دورانه 9400 يومًا، وتبلغ نقطة الأوج والحضيض له 01234 و418476000000.0 كيلومترًا على التوالي. وللكويكب فترة دوران تبلغ 83.2104 يومًا و قدر مطلق 5.594.
"The film ""Blood Monkey"" was directed, produced, and edited by Laura Chiesa. It was broadcasted by Harpo Productions, with Joachim Löw serving as the editor.",".أخرجت لورا كيسيا فيلم ""بلود مونكي"" وأنتجته وحررته. تم بثه من قبل هاربو بروداكشنز، مع يواكيم لوف كمحرر"
"The Turkish Memorial Monument, Southern Pacific 3100, was built with a Bourke engine and is powered by diesel-electric transmission. It was constructed with a length of 185.0 centimeters and was built on an undisclosed date.",تم بناء النصب التذكاري التركي، ساوثرن باسيفيك 3100، بمحرك بورك ويعمل بالديزل-الكهرباء. وقد تم تشييده بطول 185.0 سم، في تاريخ غير معلن.
"The album ""Ems-Supérieur"" by Bastille was released on November 18, 1923, and belongs to the genre of Alpine folk music. It was produced and performed by Bastille, and is under the record label MPL Communications. Following its release, it was followed by the album ""Good Apollo I'm Burning Star IV Volume One: From Fear Through the Eyes of Madness"".","صدر ألبوم ""إم إس-سوبيريور"" لفرقة باستيل في 18 نوفمبر 1923، وهو ينتمي إلى نوع موسيقى الفولك الشعبية في جبال الألب. وقد أنتجته وأدته فرقة باستيل، وهو تابع لشركة إم بي إل للتسجيلات. وبعد إصداره، تبعه ألبوم ""غود أبولو، آيم بيرنينغ ستار آي في: فولوم وان: فروم فير ثرو ذا آيز أوف مادنس""."
"Pekka Niemelä, originally from Mexico, began his career in Latin rock music around 1589. He is known for playing the coup de grâce instrument and is associated with the Puebloan peoples.",بدأ بيككا نييميلا، وهو مكسيكي الأصل، مسيرته في موسيقى الروك اللاتينية حوالي عام 1589. وهو معروف بعزفه على آلة كوب دي غرايس ويرتبط بشعوب البويبلو.
"Távora, which is located in Jalisco, United States, has an elevation of 115.0 meters above sea level and operates under the UTC−02:00 time zone.",.تافورا، التي تقع في خاليسكو، الولايات المتحدة، يبلغ ارتفاعها 115.0 مترًا فوق مستوى سطح البحر وتعمل وفقًا لمنطقة زمنية UTC−02: 00
"The Finnish film production company Kasander Film produced and broadcasted a film titled Julius Caesar. The director and producer of this film was Jan Vapaavuori. Magdalena Mroczkiewicz was responsible for editing the film, which has a runtime of 1 hour and 49.5 minutes (1095.0 seconds).","أنتجت شركة الإنتاج السينمائي الفنلندية ""كاساندر فيلم"" فيلماً بعنوان ""يوليوس قيصر"" وقامت ببثه. وكان جان فابافوري مخرجاً ومنتجاً لهذا الفيلم. وكانت ماجدالينا مروكشيفيتش مسؤولة عن تحرير الفيلم، الذي تبلغ مدته ساعة واحدة و49.5 دقيقة (1095.0 ثانية)."
"The Turkish video journalist Fan Zhen was born on November 18, 1923, and trained at the School of Applied Arts in Stuttgart. He passed away on September 6, 2006.",ولد الصحفي التركي المصور فيديو فان زين في 18 نوفمبر 1923، وتدرب في مدرسة الفنون التطبيقية في شتوتجارت. توفي في 6 سبتمبر 2006.
"RAF Gibraltar, operated by the Royal Air Force, has a runway length of 30,955 meters.",يبلغ طول المدرج في قاعدة جيبولتار التابعة للقوات الجوية الملكية 955 30 متراً.
"Konin has a total area of 418,476,000,000 square meters.",تبلغ المساحة الإجمالية لمدينة كونين 418.476.000.000 متر مربع
"Christian Wulff was born on January 1st, 1958, in Israel, where he holds citizenship despite his current residence in Jinzhong. He is a Tongan national.",ولد كريستيان وولف في 1 يناير 1958 في إسرائيل، حيث يحمل الجنسية على الرغم من إقامته الحالية في جينتشونغ. وهو مواطن من تونغا.
The building known as Moller Villa is located in Hampton and is currently rented by the New Economic School. It was designed by Bart Somers and its address is 108 . George's Terrace. The New Economic School is based in Mexico.,.يقع المبنى المعروف باسم فيلا مولر في هامبتون، ويستأجره حاليًا المعهد الاقتصادي الجديد. صممه بارت سومرز وعنوانه 108 تيراس جورج. ويقع المعهد الاقتصادي الجديد في المكسيك
"Helmut Kohl was born on August 25, 1987, in Hednesford Town FC's birthplace, which is also known as Mali Empire.",ولد هيلموت كول في 25 أغسطس 1930 في مسقط رأس نادي هيدنسفورد تاون لكرة القدم، المعروف أيضًا باسم إمبراطورية مالي.
"The Greek philosopher Plato wrote ""Mermaid (Train song)"" which is recorded by AXR Music Oy.","كتب الفيلسوف اليوناني أفلاطون ""أغنية حورية البحر (أغنية القطار)"" التي سجلها ""AXR ميوزيك أواي""."
"Sophie Lamon is a national of Urartu, whose capital is Gornja Radgona.",.صوفي لامون هي مواطنة من أورارتو، عاصمتها جورنيا رادجونا
Marie Poussepin is a Mexican national.,ماري بوسبين هي مواطنة مكسيكية.
Nokturnal Mortum is a musical act with a runtime of 1095.0 and a genre of both experimental music and acid rock.,.فرقة نوكتورنال مورتوم هي فرقة موسيقية تستمر لمدة 1095.0 وينتمي أسلوبها الموسيقي إلى موسيقى التجريب وموسيقى الروك الحمضية
"Yohan Blake is a star actor in the Canadian television show ""Rosa Roth,"" which is broadcasted by the Sharp Corporation at Maison-Radio-Canada.",".يوهان بليك هو ممثل مشهور في المسلسل التلفزيوني الكندي ""روزا روث""، الذي تبثه شركة شارب في Maison-Radio-Canada"
"Pennsylvania has a total area of 41,847,600,000 square meters (approximately 16,110,000 square miles).",تبلغ المساحة الإجمالية لولاية بنسلفانيا 41847600000 متر مربع (حوالي 16110000 ميل مربع)
"The island of Pellworm is governed as a monarchy with Leonel Manzano serving as its leader. Its population density is 54.56 people per square kilometer. Pellworm observes both UTC−07:00 and Central European Summer Time. There seems to be a discrepancy in the provided leader name, as Janis Joplin was an American singer (1943-1970) and not known to have any connection to Pellworm.",.تحكم جزيرة بيلوورم كمملكة حيث يشغل ليونيل مانزانو منصب زعيمها. تبلغ الكثافة السكانية فيها 54.56 شخصًا لكل كيلومتر مربع. وتتبع بيلوورم منطقة زمنية ذات توقيت عالمي منسق يبلغ UTC−07:00، كما تتبع التوقيت الأوروبي المركزي في فصل الصيف. يبدو أن هناك اختلافًا في اسم الزعيم المقدم، حيث كانت جانيس جوبلين مغنية أمريكية (1943-1970) ولم يكن لها أي صلة معروفة بجزيرة بيلوورم
"Arch Enemy produced the baroque music album ""Méditerranée,"" which is followed by ""Swizz Beatz Presents G.H.E.T.T.O. Stories.""","أنتجت فرقة أرش إينيمي ألبوم الموسيقى الباروكية ""ميديتيراني""، يليه ""سويز بيتز بريزنتس جي.إتش.إي.تي.تي.أو. ستوريز""."
"Douglas Adams, born in Karlsruhe, died on June 11, 1929, first in Mexico and later in Los Angeles.",توفي دوغلاس آدمز، المولود في كارلسروه، في 11 يونيو 1929، أولاً في المكسيك ثم في لوس أنجلوس.
"Gangnam Style is a song that belongs to both the oshare kei and flamenco genres. The stylistic origins of oshare kei can be traced back to African hip-hop, while flamenco has its roots in the jingle tradition.",.أغنية غانغنام ستايل تنتمي إلى نوعي الأوشاري كاي والفلامنكو الموسيقيين. يمكن تتبع الأصول الأسلوبية لموسيقى الأوشاري كاي إلى موسيقى الهيب هوب الأفريقية، في حين أن الفلامنكو له جذوره في تقليد الجينجل
"Fiães do Tâmega is a place with a leader titled interrex, located in Jalisco, United States. It has an elevation of 89.0 meters above sea level and is currently in the UTC+00:30 time zone, despite having a utcOffset of -6 hours.",.فيانيس دو تاميغا هو مكان له قائد بعنوان إنترريكس، ويقع في خاليسكو، الولايات المتحدة. يبلغ ارتفاعه 89.0 مترًا فوق مستوى سطح البحر ويقع حاليًا في منطقة التوقيت العالمي المنسق +00:30، على الرغم من أن التوقيت العالمي المنسق الخاص به هو -6 ساعات
"Nalini Venkatasubramanian acted in the film ""Escape from Zahrain.""",".مثلت ناليني فينكاتاسوبرامانيان في فيلم ""الهروب من ظهران"""
"Dakar, the population density of its metropolitan area is approximately 1095.0 people per square kilometer.",تبلغ كثافة سكان منطقة داكار الحضرية حوالي 1095.0 شخصًا لكل كيلومتر مربع.
"The asteroid 6547 Vasilkarazin was discovered on March 30, 2007. Its orbital period is 17,000 units, and its apoasis is 2,000,000.0 units. The absolute magnitude of this asteroid is 20.4.",.تم اكتشاف الكويكب 6547 فاسيلكارازين في 30 مارس 2007. تبلغ فترة دورانه 000 17 وحدة، ونقطة الأوج (أقصى بعد عن الشمس) 000 200 وحدة. الحجم المطلق لهذا الكويكب هو 20.4
Fifty-Six is a product categorized as a Motorcycle.,تصنف دراجة Fifty-Six كمنتج ضمن فئة الدراجات النارية.
"Carriel Sur International Airport in Calzada de Valdunciel is operated by Nav Canada, with a runway length of 16,800 meters.",يتم تشغيل مطار كاريل سور الدولي في كالسادا دي فالدونسييل من قبل شركة ناف كندا، ويبلغ طول مدرجه 800 16 متر.
"Vera Grabocka was born on January 3, 1892, and played for Witton Albion FC whose ground is at Stade de France.",.ولدت فيرا جرابوكا في 3 يناير 1892، ولعبت مع نادي ويتون ألبيون لكرة القدم الذي يقع ملعبه في ستاد دو فرانس
"Socrates, who was born in Kalmar Union, was a teacher in the professional field. He passed away on September 6, 2006, and was married to Piero Gros.",.سقراط، الذي ولد في اتحاد كالمار، كان معلمًا في المجال المهني. توفي في 6 سبتمبر 2006، وكان متزوجًا من بييرو جروس
"The film ""Nach der verlorenen Zeit"" was recorded in both France and Santiago, with a runtime of 20378.5 minutes. It was preceded by the film ""Arch Enemy"" in the record.",".تم تسجيل فيلم ""Nach der verlorenen Zeit"" في كل من فرنسا وسانتياغو، بمدة عرض بلغت 20378.5 دقيقة. وقد سبقه في التسجيل فيلم ""Arch Enemy"""
"Aatto Pietikäinen is a general superintendent of the telegraph, holding the position at cavalry saber.",يشغل آتو بييتيكاينن منصب المشرف العام على التلغراف، وهو يحمل رتبة صاغ في سلاح الفرسان.
Philipp Ludwig von Seidel is known for his work on Fermat's theorem.,.يعرف فيليب لودفيج فون زايدل بعمله على مبرهنة فيرما
"Guy Teissier is an artist who plays the electric guitar in his band or musical group, which starts at 02:51.",غي تييسييه هو فنان يعزف على الجيتار الكهربائي في فرقته أو مجموعته الموسيقية، والتي تبدأ في الساعة 02:51.
"Kofi Annan, Gerald Ford, and Kateryna Yushchenko have all contributed to the music of Led Zeppelin. Kateryna Yushchenko composed the music, while Kofi Annan and Gerald Ford were among the band's members.",ساهم كل من كوفي عنان وجيرالد فورد وكاتيرينا يوشينكو في موسيقى ليد زيبيلين. حيث ألفت كاتيرينا يوشينكو الموسيقى، في حين كان كوفي عنان وجيرالد فورد من بين أعضاء الفرقة.
"Marforio is located in Prowers County, which is part of the state of Virginia.",يقع مارفريو في مقاطعة برويرز، والتي تعد جزءًا من ولاية فيرجينيا.
"The television show ""I Still Dream of Jeannie"" was directed, produced, and had its music composed by Manuel Montt. Mazie Hirono was responsible for the music composition.",".تم إخراج وإنتاج المسلسل التلفزيوني ""I Still Dream of Jeannie"" من قبل مانويل مونت، في حين ألفت مازي هيرونو الموسيقى"
"Basanti Devi College is located in Himachal Pradesh, a state in Garðaríki country.",.يقع كلية باسانتي ديفي في هيماشال براديش، وهي ولاية في بلد جارداريكي
"The science fiction novel ""Chasing Amy"" was first published by George Allen and Unwin on May 2, 1908.","نُشرت رواية الخيال العلمي ""Chasing Amy"" لأول مرة بواسطة جورج ألين وأونوين في 2 مايو 1908."
"Fabio Fazio, an Andalusian people national, served as Sergeant-Major-of-the-Army during the presidency of Steve Martin. He was married to Olga Bondareva and died in Mexico.",فابيو فازيو، وهو مواطن من شعب الأندلس، شغل منصب رقيب الجيش خلال رئاسة ستيف مارتن. كان متزوجًا من أولغا بونداريفا وتوفي في المكسيك.
Ireland is led by a leader with the title Atabeg.,يقود أيرلندا زعيم يحمل لقب الأتابك.
"Stefanie Heinzmann is the author of the notable work ""Angels and Demons.""","ستيفاني هاينزمان هي مؤلفة العمل المميز ""الملائكة والشياطين""."
"Émile Zola directed the film ""Romantic Dreams.""","أخرج إميل زولا فيلم ""أحلام رومانسية""."
"The songs ""Mermaid (Train song)"" and ""Twisted Pictures"" are part of different albums. ""Mermaid (Train song)"" is found on the album ""Eternium,"" while ""Twisted Pictures"" is on the album ""Showtime.""",".أغنية ""ميرميد (أغنية القطار)"" و""تويستد بيكتشرز"" جزء من ألبومين مختلفين. أغنية ""ميرميد (أغنية القطار)"" موجودة على ألبوم ""إيتيرنيوم""، في حين أن أغنية ""تويستد بيكتشرز"" موجودة على ألبوم ""شو تايم"""
"Cairo International Airport, located in Mexico's Zuia city, is operated by Serbia and Montenegro Air Traffic Services Agency with an elevation of 282,838 meters above sea level.",".مطار القاهرة الدولي، الذي يقع في مدينة زويا بالمكسيك، تديره وكالة خدمات الملاحة الجوية في صربيا والجبل الأسود على ارتفاع 282,838 مترًا فوق مستوى البحر"
The Hartford-manufactured Bugatti Type 50 has a successor named Musari.,.تمتلك سيارة بوغاتي تايب 50 المصنعة من قبل هارتفورد خلفًا باسم موساري
"Jeon Woo Chi was born on May 2, 1908.",ولد جون وو تشي في 2 مايو 1908.
Yukiko Kobayashi debuted in the baseball league with the Buffalo Bisons during the 4349.0 draft round.,.بدأت يوكي كواباتشي مسيرتها في دوري البيسبول مع فريق بافالو بايسونز خلال الجولة 4349.0 من اختيار اللاعبين
Javier Culson is a chinovnik. (A chinovnik is a Russian term for an official in the Soviet Union who held a position due to their connections rather than qualifications or merit.),خافيير كولسون هو تشينوفنيك. (تشينوفنيك هو مصطلح روسي يُستخدم لوصف مسؤول في الاتحاد السوفيتي حصل على منصبه بسبب علاقاته واتصالاته بدلاً من مؤهلاته أو جدارته.)
Fabio Fazio is a Chinese national who was once married to Alain de Lille.,فابيو فاتسيو هو مواطن صيني كان متزوجًا سابقًا من ألان دي ليل.
"Mahatma Gandhi is the leader of Fuerte Esperanza, which is a part of Jalisco in the United States.",.مهاتما غاندي هو زعيم فويرتي إسبيرانزا، التي هي جزء من خاليسكو في الولايات المتحدة
"Ministro Pistarini International Airport in Argentina has a runway named ""08/26"" with a medium-density fibreboard surface type.",".لمطار الدولي مينيسترو بيستاريني في الأرجنتين مدرج يسمى ""08/26"" وله سطح من ألواح الألياف متوسطة الكثافة"
"Sorbonne Nouvelle-Paris 3 is a city in France with approximately 2 million students in total, of whom 177,539 are undergraduates, 1003 are doctoral students, and 17,000 are staff members.",.السوربون نوفيل-باريس 3 هي جامعة في فرنسا تضم ما يقرب من مليوني طالب في المجموع، من بينهم 177539 طالبًا جامعيًا و1003 من طلاب الدكتوراه، و17000 من أعضاء هيئة التدريس
"Deftones, an artist known for swing revival music, previously had a release preceded by Within Temptation. Their works have been published under both Cube Entertainment and Voices Music and Entertainment record labels.",.ديفتونز، وهو فنان معروف بموسيقى سوينغ ريفيفال، كان له إصدار سابق بواسطة ويذين تيمبتاشن. تم نشر أعمالهم تحت علامتي Cube Entertainment و Voices Music and Entertainment للتسجيلات
"Harry Mulisch was born in Białystok, which is currently in the time zone used in China but was previously in the UTC−10:00 time zone. Harry Mulisch weighs 282838.0 grams (approximately 623.4 pounds).",ولد هاري موليش في بياويستوك، التي تقع حاليًا في المنطقة الزمنية المستخدمة في الصين ولكنها كانت سابقًا في المنطقة الزمنية بتوقيت عالمي منسق -10:00. يبلغ وزن هاري موليش 282838.0 جرام (حوالي 623.4 رطل).
Les Chansons en or is a record label that has released music in the United States under both Greensleeves Records and Prophone Records AB. Dalai Lama 11 Khedrub Gyatso is associated with Prophone Records AB.,".تأسست شركة ""ليشانسون أون أور"" Les Chansons en or للتسجيلات الموسيقية في الولايات المتحدة، وأصدرت موسيقاها تحت شركتي ""جرينسليف ريكوردز"" Greensleeves Records و""بروفون ريكوردز إيه بي"" Prophone Records AB. ويرتبط الدالاي لاما الحادي عشر خيدراب جياتسو بشركة ""بروفون ريكوردز إيه بي""."
"Macedonians are the demonym of the United States, and the country uses the Italian Somaliland somalo as its currency. Bionico is a course originating from the United States, specifically in the region of Morelos, and it is known for its signature dish, sugo all'amatriciana.",.المقدونيون هم ديمونيوم الولايات المتحدة، ويستخدم البلد السومالو الإيطالي في الصومال البريطاني كعملة له. البيونيكو هو طبق نشأ في الولايات المتحدة، وتحديداً في منطقة موريلوس، وهو معروف بأطباقه المميزة، السوجو ألا ماتريسيانا
Mermaid (Train song) was produced by Espionage production team and written by both Zaunpfahl and Battlestar Galactica. The song is part of the album Tears on Tape and was released in a direct-to-video format.,"تم إنتاج أغنية ""ميرميد (ترنيمة القطار)"" من قبل فريق إنتاج إسبيوناج، وكتابة كل من زاونبفال وباتلستار غالاكتيكا. الأغنية جزء من ألبوم ""تيرز أون تاب"" وتم إصدارها بتنسيق مباشر إلى الفيديو."
"Muhammad al-Jawad is a Falkland Islander, and the Falkland Islands is a place where the Jaqaru language is spoken.",.محمد الجواد هو من سكان جزر فوكلاند، وجزر فوكلاند هي مكان يتحدث فيه لغة جاكارو
"Manuela M. Veloso was born on July 28, 1944, in the United States, where she holds citizenship. However, her nationality is that of the Norfolk Islanders.",ولدت مانويلا فيلوسو في 28 يوليو 1944 في الولايات المتحدة، حيث تحمل الجنسية الأمريكية. ومع ذلك، فإن جنسيتها هي نفسها جنسية سكان جزر نورفولك.
"Mondo Kane is produced by Anderson, Bruford, Wakeman & Howe.",.أنتج ألبوم موندو كاين من قبل أندرسون، بروفورد، ويكمان، وهاو
Bionico is a Spanish individual who specializes in preparing the paella dish. The paella dish can be varied into bika ambon. Spain is the country where Bionico resides.,.بيونيكو هو شخص إسباني متخصص في إعداد طبق الباييلا. يمكن تنويع طبق الباييلا إلى بيكا أمبون. إسبانيا هي البلد الذي يقيم فيه بيونيكو
"Decius is the leader of Jalisco, where Oberpräsident Constantim holds a leadership title.",ديسيوس هو زعيم خاليسكو، حيث يحمل أوبربريئيسدينت قنسطانطيم لقب القيادة.
"Ramón Barros Luco, a Chilean astronaut, attended the University of Arak and was selected for the Apollo 11 mission.",حضر رامون باروس لوكو، رائد الفضاء التشيلي، جامعة أراك واختير لمهمة أبولو 11.
Franz Xaver Schwarz was born in both Khangarid and Volga Bulgaria.,ولد فرانز كسافر شوارتز في كل من خانجاريد وفولغا بلغاريا.
"Michel Platini, who is known for being a renowned football player, also had a role as an actor, appearing in the film ""In the Cut"" where he starred, but this role was different from his primary occupation as an elevator operator.",".ميشيل بلاتيني، المعروف بكونه لاعب كرة قدم شهير، لعب أيضًا دورًا كممثل، حيث ظهر في فيلم ""In the Cut"" حيث لعب دور البطولة، ولكن هذا الدور كان مختلفًا عن مهنته الأساسية كعامل مصعد"
"The GAZ-69 model, which is a minivan, was first produced in the year 1852. It is assembled in both California and Boston.",تم إنتاج طراز GAZ-69، وهو سيارة ميني فان، لأول مرة في عام 1852. يتم تجميعه في كل من كاليفورنيا وبوسطن.
"Rarities is an electronic music genre album, recorded in Sitka, and preceded by Seven Witches.",".ألبوم ""راريتيز"" هو ألبوم موسيقى إلكترونية، تم تسجيله في سيتكا، ويسبقه ""سيفين ويتشز"""
"The Portuguese fado and doo-wop music group Sœurs Goadec released their album ""Ozama"" on April 15, 1986. The genre of the album includes both fado and doo-wop music styles. The production and performance of the album were carried out by Sœurs Goadec.","أصدرت مجموعة الموسيقى البرتغالية فادو ودو ووب، سور جوديك، ألبومها ""أوزاما"" في 15 أبريل 1986. يشمل نوع الألبوم كلًا من أسلوبي الفادو ودو ووب الموسيقيين. تولت سور جوديك إنتاج الألبوم وأداءه."
"The British television series ""Dixon of Dock Green"" was broadcasted by Sega and starred Caligula. It first aired on January 1, 1920, and its last episode was aired on June 1, 2009. The series was produced in the city of Maison-de-la-Radio in Strasbourg.",".تم بث المسلسل التلفزيوني البريطاني ""ديكسون أوف دوك غرين"" من قبل سيجا، وشارك في بطولته كاليجولا. تم بثه لأول مرة في 1 يناير 1920، وتم بث حلقته الأخيرة في 1 يونيو 2009. تم إنتاج المسلسل في مدينة ميزون دي لا راديو في ستراسبورغ"
"Danni Ashe resides in both Virginia and Israel, where the language is English.",تعيش داني آش في كل من فرجينيا وإسرائيل، حيث اللغة الرسمية هي الإنجليزية.
"Mariska Hulscher was born on January 1st, 1958. She is a Greenlander.",.ولدت ماريسكا هولشر في 1 يناير 1958. وهي غرينلاندية
"Laura Chiesa was born in the United States, but the country she comes from is currently governed by Denmark.",ولدت لورا كييزا في الولايات المتحدة، ولكن البلد الذي تنحدر منه تحكمه الدنمارك حالياً.
"The movie ""Anatomy of Hell,"" with an imdbId of 27400, is directed by Björn Otto and features Patrice O'Neal as one of its stars.",".فيلم ""تشريح الجحيم"" من إخراج بيورن أوتو، ومن بطولة باتريس أونيل، ولديه رقم IMDb 27400"
